"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"DUCYP",NA,"DUCYP","Dudleya cymosa ssp. paniculata","canyon liveforever","Forb/herb","L48(N)"
"DUCYP","DUHU","DUHU","Dudleya humilis",NA,NA,NA
"DUCYP","ECDI","ECDI","Echeveria diaboli",NA,NA,NA
"DUCYP2",NA,"DUCYP2","Dudleya cymosa ssp. pumila","canyon liveforever","Forb/herb","L48(N)"
"DUDE2",NA,"DUDE2","Dudleya densiflora","San Gabriel Mountains liveforever","Forb/herb","L48(N)"
"DUDE2","STNU3","STNU3","Stylophyllum nudicaule",NA,NA,NA
"DUED",NA,"DUED","Dudleya edulis","fingertips","Forb/herb","L48(N)"
"DUED","STED2","STED2","Stylophyllum edule",NA,NA,NA
"DUFA",NA,"DUFA","Dudleya farinosa","powdery liveforever","Forb/herb","L48(N)"
"DUFA","DUCO4","DUCO4","Dudleya compacta",NA,NA,NA
"DUFA","DUEA","DUEA","Dudleya eastwoodiae",NA,NA,NA
"DUFA","DUSE2","DUSE2","Dudleya septentrionalis",NA,NA,NA
"DULA",NA,"DULA","Dudleya lanceolata","lanceleaf liveforever","Forb/herb","L48(N)"
"DULA","DUBR2","DUBR2","Dudleya brauntonii",NA,NA,NA
"DULA","DUCO5","DUCO5","Dudleya congesta",NA,NA,NA
"DULA","DUCYM2","DUCYM2","Dudleya cymosa ssp. minor",NA,NA,NA
"DULA","DUGO","DUGO","Dudleya goldmanii",NA,NA,NA
"DULA","DULU","DULU","Dudleya lurida",NA,NA,NA
"DULA","DUNEM","DUNEM","Dudleya nevadensis ssp. minor",NA,NA,NA
"DUMU",NA,"DUMU","Dudleya multicaulis","manystem liveforever","Forb/herb","L48(N)"
"DUMU","HAEL3","HAEL3","Hasseanthus elongatus",NA,NA,NA
"DUPUA2",NA,"DUPUA2","Dudleya pulverulenta ssp. arizonica","chalk dudleya","Forb/herb","L48(N)"
"DUPUA2","DUAR2","DUAR2","Dudleya arizonica",NA,NA,NA
"DUPUA2","ECAR","ECAR","Echeveria arizonica",NA,NA,NA
"DUPUA2","ECPUA2","ECPUA2","Echeveria pulverulenta ssp. arizonica",NA,NA,NA
"DUPUP",NA,"DUPUP","Dudleya pulverulenta ssp. pulverulenta","chalk dudleya","Forb/herb","L48(N)"
"DUPUP","ECPU3","ECPU3","Echeveria pulverulenta",NA,NA,NA
"DUSAA",NA,"DUSAA","Dudleya saxosa ssp. aloides","Panamint liveforever","Forb/herb","L48(N)"
"DUSAA","DUAL","DUAL","Dudleya alainiae",NA,NA,NA
"DUSAA","DUDE4","DUDE4","Dudleya delicata",NA,NA,NA
"DUSAA","DUGR3","DUGR3","Dudleya grandiflora",NA,NA,NA
"DUSAS",NA,"DUSAS","Dudleya saxosa ssp. saxosa","Panamint liveforever","Forb/herb","L48(N)"
"DUSE",NA,"DUSE","Dudleya setchellii","Santa Clara Valley liveforever","Forb/herb","L48(N)"
"DUSE","DUABS","DUABS","Dudleya abramsii ssp. setchellii",NA,NA,NA
"DUSE","DUCYS","DUCYS","Dudleya cymosa ssp. setchellii",NA,NA,NA
"DUTR",NA,"DUTR","Dudleya traskiae","Santa Barbara Island liveforever","Forb/herb","L48(N)"
"DUTR","STTR6","STTR6","Stylophyllum traskiae",NA,NA,NA
"DUVA",NA,"DUVA","Dudleya variegata","variegated liveforever","Forb/herb","L48(N)"
"DUVA","HAVA2","HAVA2","Hasseanthus variegatus",NA,NA,NA
"DUVIH",NA,"DUVIH","Dudleya virens ssp. hassei","bright green dudleya","Forb/herb","L48(N)"
"DUVIH","DUHA","DUHA","Dudleya hassei",NA,NA,NA
"DUVIH","STHA3","STHA3","Stylophyllum hassei",NA,NA,NA
"DUVII",NA,"DUVII","Dudleya virens ssp. insularis","bright green dudleya","Forb/herb","L48(N)"
"DUVII","STIN8","STIN8","Stylophyllum insulare",NA,NA,NA
"DUVIV",NA,"DUVIV","Dudleya virens ssp. virens","bright green dudleya","Forb/herb","L48(N)"
"DUVIV","STAL7","STAL7","Stylophyllum albidum",NA,NA,NA
"DUVIV","STVI12","STVI12","Stylophyllum virens",NA,NA,NA
"DUVI2",NA,"DUVI2","Dudleya viscida","sticky liveforever","Forb/herb","L48(N)"
"DUVI2","STVI9","STVI9","Stylophyllum viscidum",NA,NA,NA
"DULIC",NA,"DULIC","Dulichium","dulichium",NA,"L48(N)CAN(N)SPM(N)"
"DUMOR2",NA,"DUMOR2","Dumortiera",NA,NA,"NA(N)"
"DUHIH",NA,"DUHIH","Dumortiera hirsuta ssp. hirsuta",NA,"Nonvascular","NA(N)"
"DUHIN",NA,"DUHIN","Dumortiera hirsuta ssp. nepalensis",NA,"Nonvascular","NA(N)"
"DULA6",NA,"DULA6","×Dupoa labradorica","Labrador bluegrass","Graminoid","AK(N)CAN(N)NA(N)"
"DULA6","POLA27","POLA27","Poa labradorica",NA,NA,NA
"DUPON",NA,"DUPON","Dupontia","tundragrass",NA,"CAN(N)GL(N)NA(N)"
"DUFI",NA,"DUFI","Dupontia fisheri","Fisher's tundragrass","Graminoid","AK(N)CAN(N)GL(N)NA(N)"
"DUFI","DUFIP","DUFIP","Dupontia fisheri ssp. psilosantha",NA,NA,NA
"DUFI","DUPS","DUPS","Dupontia psilosantha",NA,NA,NA
"DURAN",NA,"DURAN","Duranta","duranta",NA,"L48(N)"
"DUER",NA,"DUER","Duranta erecta","golden dewdrops","Tree, Shrub","L48(N)HI(I)PR(N)VI(N)"
"DUER","DURE","DURE","Duranta repens",NA,NA,NA
"DURIO",NA,"DURIO","Durio","durio",NA,NA
"DYCKI",NA,"DYCKI","Dyckia","dyckia",NA,"L48(I)"
"DYERA",NA,"DYERA","Dyera","dyera",NA,NA
"DYPSI",NA,"DYPSI","Dypsis","butterfly palm",NA,"L48(I)"
"DYLU",NA,"DYLU","Dypsis lutescens","yellow butterfly palm","Tree","L48(I)PR(I)"
"DYLU","CHLU4","CHLU4","Chrysalidocarpus lutescens",NA,NA,NA
"DYSCH",NA,"DYSCH","Dyschoriste","snakeherb",NA,"L48(N)"
"DYAN",NA,"DYAN","Dyschoriste angusta","pineland snakeherb","Forb/herb","L48(N)"
"DYAN","CAAN21","CAAN21","Calophanes angusta",NA,NA,NA
"DYHU",NA,"DYHU","Dyschoriste humistrata","swamp snakeherb","Forb/herb","L48(N)"
"DYHU","APHU","APHU","Apassalus humistratus",NA,NA,NA
"DYHU","CAHU4","CAHU4","Calophanes humistrata",NA,NA,NA
"DYHU","RUHU5","RUHU5","Ruellia humistrata",NA,NA,NA
"DYLIL",NA,"DYLIL","Dyschoriste linearis var. linearis","polkadots","Forb/herb","L48(N)"
"DYLIL","CALI15","CALI15","Calophanes linearis",NA,NA,NA
"DYLIL","DILI6","DILI6","Dipteracanthus linearis",NA,NA,NA
"DYOB",NA,"DYOB","Dyschoriste oblongifolia","oblongleaf snakeherb","Forb/herb","L48(N)"
"DYOB","RUOB5","RUOB5","Ruellia oblongifolia",NA,NA,NA
"DYSCD",NA,"DYSCD","Dyschoriste schiedeana var. decumbens","spreading snakeherb","Forb/herb","L48(N)"
"DYSCD","CADE18","CADE18","Calophanes decumbens",NA,NA,NA
"DYSCD","DYDE","DYDE","Dyschoriste decumbens",NA,NA,NA
"DYSOD",NA,"DYSOD","Dysodiopsis","dogfennel",NA,"L48(N)"
"DYTA2",NA,"DYTA2","Dysodiopsis tagetoides","false dogfennel","Forb/herb","L48(N)"
"DYTA2","DYTA","DYTA","Dyssodia tagetoides",NA,NA,NA
"DYTA2","HYTA","HYTA","Hymenatherum tagetoides",NA,NA,NA
"DYSOX",NA,"DYSOX","Dysoxylum",NA,NA,NA
"DYSPH",NA,"DYSPH","Dysphania","dysphania",NA,"L48(I,N)CAN(I)"
"DYAM",NA,"DYAM","Dysphania ambrosioides","Mexican tea","Subshrub, Forb/herb","L48(I)HI(I)PR(N)VI(N)CAN(I)"
"DYAM","AMAM6","AMAM6","Ambrina ambrosioides",NA,NA,NA
"DYAM","CHAM","CHAM","Chenopodium ambrosioides",NA,NA,NA
"DYAM","CHAME","CHAME","Chenopodium ambrosioides ssp. euambrosioides",NA,NA,NA
"DYAM","CHOB9","CHOB9","Chenopodium obovatum",NA,NA,NA
"DYAM","CHRE8","CHRE8","Chenopodium retusum",NA,NA,NA
"DYAM","TEAM3","TEAM3","Teloxys ambrosioides",NA,NA,NA
"DYAM","TEVA","TEVA","Teloxys vagans",NA,NA,NA
"DYAN2",NA,"DYAN2","Dysphania anthelmintica","wormseed","Forb/herb","L48(I)"
"DYAN2","CHAN4","CHAN4","Chenopodium anthelminticum",NA,NA,NA
"DYAR",NA,"DYAR","Dysphania aristata","wormseed","Forb/herb","L48(I)AK(I)"
"DYAR","CHAR16","CHAR16","Chenopodium aristatum",NA,NA,NA
"DYAR","TEAR5","TEAR5","Teloxys aristata",NA,NA,NA
"DYBO",NA,"DYBO","Dysphania botrys","Jerusalem oak goosefoot","Forb/herb","L48(I)CAN(I)"
"DYBO","BOBO2","BOBO2","Botrydium botrys",NA,NA,NA
"DYBO","CHBO2","CHBO2","Chenopodium botrys",NA,NA,NA
"DYBO","TEBO2","TEBO2","Teloxys botrys",NA,NA,NA
"DYCA",NA,"DYCA","Dysphania carinata","keeled wormseed","Forb/herb","L48(I)"
"DYCA","CHCA5","CHCA5","Chenopodium carinatum",NA,NA,NA
"DYCH",NA,"DYCH","Dysphania chilensis","Chilean wormseed","Forb/herb","L48(I)"
"DYCH","CHCH6","CHCH6","Chenopodium chilense",NA,NA,NA
"DYCR2",NA,"DYCR2","Dysphania cristata","crested goosefoot","Forb/herb","L48(I)"
"DYCR2","BLCR3","BLCR3","Blitum cristatum",NA,NA,NA
"DYCR2","CHCR6","CHCR6","Chenopodium cristatum",NA,NA,NA
"DYGR",NA,"DYGR","Dysphania graveolens","fetid goosefoot","Forb/herb","L48(I,N)"
"DYGR","CHGR2","CHGR2","Chenopodium graveolens",NA,NA,NA
"DYGR","CHIN13","CHIN13","Chenopodium incisum",NA,NA,NA
"DYGR","TEGR4","TEGR4","Teloxys graveolens",NA,NA,NA
"DYMU",NA,"DYMU","Dysphania multifida","cutleaf goosefoot","Forb/herb, Subshrub","L48(I)"
"DYMU","CHMU","CHMU","Chenopodium multifidum",NA,NA,NA
"DYMU","ROMU4","ROMU4","Roubieva multifida",NA,NA,NA
"DYMU","TEMU3","TEMU3","Teloxys multifida",NA,NA,NA
"DYPU",NA,"DYPU","Dysphania pumilio","clammy goosefoot","Forb/herb","L48(I)HI(I)CAN(I)"
"DYPU","CHCA23","CHCA23","Chenopodium carinatum",NA,NA,NA
"DYPU","CHPU","CHPU","Chenopodium pumilio",NA,NA,NA
"DYPU","TEPU3","TEPU3","Teloxys pumilio",NA,NA,NA
"DYSSO",NA,"DYSSO","Dyssodia","dyssodia",NA,"L48(N)CAN(I)"
"DYPA",NA,"DYPA","Dyssodia papposa","fetid marigold","Forb/herb","L48(N)CAN(I)"
"DYPA","BOPA8","BOPA8","Boebera papposa",NA,NA,NA
"DYPA","TAPA8","TAPA8","Tagetes papposa",NA,NA,NA
"EASTW",NA,"EASTW","Eastwoodia","eastwoodia",NA,"L48(N)"
